index_col;age;job;education;default;contact;month;campaign;pdays;previous;poutcome;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;nr.employed;y;M1;M2;KNeighbors;Quadratic;MLPClass;AdaBoost;forest;naive_by;prediction;compareOrigin
8454;45;8;3;0;0;6;7;999;0;2;1.4;94.465;-41.8;4.864;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
32668;34;10;4;0;1;5;1;999;1;1;-1.8;92.89299999999999;-46.2;1.2990000000000002;5099.1;1;1;0;0;0;1;0;0;1;2;Yes-Yes
39549;37;10;4;0;1;4;1;18;1;3;-1.8;93.749;-34.6;0.659;5008.7;1;1;0;1;1;1;1;1;1;6;Yes-Yes
39953;37;11;4;2;1;6;3;3;2;3;-1.7;94.055;-39.8;0.754;4991.6;1;1;0;1;1;1;1;1;1;6;Yes-Yes
17469;45;1;2;0;0;7;1;999;0;2;1.4;93.91799999999999;-42.7;4.962;5228.1;0;0;0;0;0;0;0;0;0;0;No-No
24129;52;10;4;0;1;11;1;999;0;2;-0.1;93.2;-42.0;4.191;5195.8;0;0;0;1;0;1;0;0;0;2;No-Yes
26993;42;5;3;0;1;11;3;999;1;1;-0.1;93.2;-42.0;4.0760000000000005;5195.8;0;1;0;0;0;1;0;0;1;2;No-Yes
29001;47;1;3;2;1;4;1;999;0;2;-1.8;93.075;-47.1;1.405;5099.1;0;1;0;0;0;1;1;0;0;2;No-Yes
36246;58;1;4;0;1;6;1;999;0;2;-2.9;92.963;-40.8;1.266;5076.2;0;1;0;1;1;1;1;0;1;5;No-Yes
6571;37;2;3;0;0;5;2;999;0;2;1.1;93.994;-36.4;4.857;5191.0;0;0;1;0;0;0;0;0;0;0;No-No
7432;33;5;3;2;0;5;1;999;0;2;1.1;93.994;-36.4;4.864;5191.0;0;1;0;0;0;0;0;0;0;0;No-No
19380;48;1;4;0;1;8;7;999;0;2;1.4;93.444;-36.1;4.967;5228.1;0;1;0;1;0;0;0;0;0;1;No-Yes
774;38;4;3;0;0;5;2;999;0;2;1.1;93.994;-36.4;4.856;5191.0;0;1;0;0;0;0;0;0;0;0;No-No
36548;23;9;3;0;1;6;2;999;0;2;-2.9;92.963;-40.8;1.26;5076.2;1;0;1;1;1;1;1;1;1;6;Yes-Yes
34046;58;5;2;2;1;5;2;999;1;1;-1.8;92.89299999999999;-46.2;1.281;5099.1;0;1;0;0;0;1;0;0;1;2;No-Yes
26035;40;2;2;2;1;11;3;999;0;2;-0.1;93.2;-42.0;4.12;5195.8;0;1;0;0;0;0;0;0;0;0;No-No
11159;35;10;4;0;0;6;1;999;0;2;1.4;94.465;-41.8;4.961;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
10159;36;8;3;0;0;6;2;999;0;2;1.4;94.465;-41.8;4.958;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
35850;23;9;3;0;1;5;1;999;0;2;-1.8;92.89299999999999;-46.2;1.2590000000000001;5099.1;0;0;1;1;1;1;0;1;1;5;No-Yes
15721;39;2;2;2;1;7;1;999;0;2;1.4;93.91799999999999;-42.7;4.96;5228.1;0;1;0;1;0;0;0;0;0;1;No-Yes
3133;40;8;3;0;0;5;1;999;0;2;1.1;93.994;-36.4;4.86;5191.0;0;1;0;0;0;0;0;0;0;0;No-No
38998;48;1;4;0;1;12;4;6;2;3;-3.0;92.713;-33.0;0.7170000000000001;5023.5;0;1;0;1;1;1;1;1;1;6;No-Yes
22847;40;10;4;0;1;8;3;999;0;2;1.4;93.444;-36.1;4.965;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
32991;37;1;3;0;0;5;2;999;0;2;-1.8;92.89299999999999;-46.2;1.2990000000000002;5099.1;0;1;0;1;0;1;0;0;1;3;No-Yes
19104;32;10;4;0;1;8;3;999;0;2;1.4;93.444;-36.1;4.968;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
10780;28;5;3;2;0;6;6;999;0;2;1.4;94.465;-41.8;4.961;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
4961;32;2;2;0;0;5;2;999;0;2;1.1;93.994;-36.4;4.8580000000000005;5191.0;0;1;0;0;0;0;0;0;0;0;No-No
26648;33;3;4;0;1;11;1;999;0;2;-0.1;93.2;-42.0;4.0760000000000005;5195.8;0;1;0;0;0;1;0;0;0;1;No-Yes
1791;32;1;4;0;0;5;2;999;0;2;1.1;93.994;-36.4;4.855;5191.0;1;1;0;0;0;0;0;0;0;0;Yes-No
12484;47;8;2;0;1;7;1;999;0;2;1.4;93.91799999999999;-42.7;4.96;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
17894;52;1;3;0;0;7;1;999;0;2;1.4;93.91799999999999;-42.7;4.961;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
8775;34;8;3;2;0;6;1;999;0;2;1.4;94.465;-41.8;4.8660000000000005;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
13688;30;1;3;0;0;7;1;999;0;2;1.4;93.91799999999999;-42.7;4.963;5228.1;0;0;1;0;0;0;0;0;0;0;No-No
1817;30;10;4;0;0;5;2;999;0;2;1.1;93.994;-36.4;4.855;5191.0;0;1;0;1;0;0;0;0;0;1;No-Yes
23028;49;1;4;0;1;8;2;999;0;2;1.4;93.444;-36.1;4.965;5228.1;0;1;0;0;0;1;0;0;0;1;No-Yes
1968;42;1;3;0;0;5;8;999;0;2;1.1;93.994;-36.4;4.855;5191.0;0;1;0;1;0;0;0;0;0;1;No-Yes
21848;36;10;3;2;1;8;2;999;0;2;1.4;93.444;-36.1;4.9639999999999995;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
14966;29;7;4;0;1;7;2;999;0;2;1.4;93.91799999999999;-42.7;4.957;5228.1;0;0;1;0;0;0;0;0;0;0;No-No
37791;51;1;3;0;1;8;1;999;1;1;-2.9;92.20100000000001;-31.4;0.838;5076.2;0;0;0;1;1;1;1;0;1;5;No-Yes
10628;42;2;3;0;0;6;1;999;0;2;1.4;94.465;-41.8;4.961;5228.1;0;0;0;1;0;0;0;0;0;1;No-Yes
14175;28;1;3;0;1;7;2;999;0;2;1.4;93.91799999999999;-42.7;4.962;5228.1;0;0;1;1;0;0;0;0;0;1;No-Yes
26387;40;5;3;0;1;11;1;999;0;2;-0.1;93.2;-42.0;4.0760000000000005;5195.8;0;0;1;1;0;1;0;0;0;2;No-Yes
3779;35;10;4;0;0;5;8;999;0;2;1.1;93.994;-36.4;4.859;5191.0;0;1;0;0;0;0;0;0;0;0;No-No
11331;34;2;2;0;0;6;1;999;0;2;1.4;94.465;-41.8;4.961;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
3398;49;1;3;2;0;5;5;999;0;2;1.1;93.994;-36.4;4.86;5191.0;0;1;0;0;0;0;0;0;0;0;No-No
7691;44;10;4;0;0;5;3;999;0;2;1.1;93.994;-36.4;4.864;5191.0;0;1;0;1;0;0;0;0;0;1;No-Yes
7043;29;8;3;0;0;5;2;999;0;2;1.1;93.994;-36.4;4.86;5191.0;0;0;1;0;0;0;0;0;0;0;No-No
36313;31;8;4;0;0;6;2;999;0;2;-2.9;92.963;-40.8;1.266;5076.2;0;0;1;1;1;1;1;0;1;5;No-Yes
38682;54;1;3;0;1;11;1;3;3;3;-3.4;92.649;-30.1;0.716;5017.5;1;1;0;1;1;1;1;1;1;6;Yes-Yes
24527;53;6;2;2;1;11;1;999;0;2;-0.1;93.2;-42.0;4.191;5195.8;0;1;0;1;0;0;0;0;0;1;No-Yes
13876;56;10;4;0;1;7;2;999;0;2;1.4;93.91799999999999;-42.7;4.963;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
32377;40;8;2;2;1;5;1;999;2;1;-1.8;92.89299999999999;-46.2;1.3130000000000002;5099.1;0;1;0;0;1;1;0;0;1;3;No-Yes
21605;59;1;2;2;1;8;2;999;0;2;1.4;93.444;-36.1;4.963;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
24774;36;2;3;0;1;11;1;999;0;2;-0.1;93.2;-42.0;4.1530000000000005;5195.8;0;1;0;0;0;1;0;0;0;1;No-Yes
21375;48;8;3;0;1;8;3;999;0;2;1.4;93.444;-36.1;4.963;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
40224;71;6;4;0;1;7;3;999;0;2;-1.7;94.215;-40.3;0.884;4991.6;0;1;0;1;1;1;1;1;1;6;No-Yes
9225;47;1;3;2;0;6;1;999;0;2;1.4;94.465;-41.8;4.967;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
7437;43;2;2;2;0;5;2;999;0;2;1.1;93.994;-36.4;4.864;5191.0;1;0;0;0;0;0;0;0;0;0;Yes-No
34633;23;9;3;0;1;5;2;999;1;1;-1.8;92.89299999999999;-46.2;1.266;5099.1;0;0;1;0;0;1;0;0;1;2;No-Yes
35719;48;2;2;0;1;5;3;999;0;2;-1.8;92.89299999999999;-46.2;1.244;5099.1;0;1;0;0;0;1;0;0;1;2;No-Yes
14636;28;1;4;0;1;7;3;999;0;2;1.4;93.91799999999999;-42.7;4.961;5228.1;0;0;1;0;0;0;0;1;0;1;No-Yes
27765;34;10;4;0;1;3;1;999;0;2;-1.8;92.84299999999999;-50.0;1.726;5099.1;1;0;1;1;1;1;1;1;1;6;Yes-Yes
2422;36;2;3;0;0;5;1;999;0;2;1.1;93.994;-36.4;4.856;5191.0;0;1;0;0;0;0;0;0;0;0;No-No
22107;41;7;4;0;1;8;4;999;0;2;1.4;93.444;-36.1;4.963;5228.1;0;0;0;0;0;0;0;0;0;0;No-No
27893;28;1;4;0;1;3;2;999;0;2;-1.8;92.84299999999999;-50.0;1.548;5099.1;1;0;1;1;1;1;1;1;1;6;Yes-Yes
10595;49;2;3;2;0;6;1;999;0;2;1.4;94.465;-41.8;4.961;5228.1;0;1;0;1;0;0;0;0;0;1;No-Yes
18868;33;1;4;0;1;8;1;999;0;2;1.4;93.444;-36.1;4.97;5228.1;0;0;0;0;0;1;0;0;0;1;No-Yes
35197;60;1;3;2;1;5;1;999;0;2;-1.8;92.89299999999999;-46.2;1.25;5099.1;0;0;0;1;0;1;0;1;0;3;No-Yes
4998;36;8;3;0;0;5;9;999;0;2;1.1;93.994;-36.4;4.8580000000000005;5191.0;0;0;1;0;0;0;0;0;0;0;No-No
15692;41;2;4;0;1;7;1;999;0;2;1.4;93.91799999999999;-42.7;4.96;5228.1;0;0;1;1;0;1;0;0;0;2;No-Yes
5839;54;1;4;0;0;5;2;999;0;2;1.1;93.994;-36.4;4.857;5191.0;0;0;0;1;0;0;0;0;0;1;No-Yes
11494;37;3;4;0;0;6;2;999;0;2;1.4;94.465;-41.8;4.959;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
25738;56;6;3;0;1;11;1;999;0;2;-0.1;93.2;-42.0;4.12;5195.8;0;1;0;1;1;1;0;0;0;3;No-Yes
18338;42;1;4;0;0;7;12;999;0;2;1.4;93.91799999999999;-42.7;4.968;5228.1;0;1;0;1;0;0;0;1;0;2;No-Yes
25596;32;2;3;0;1;11;1;999;0;2;-0.1;93.2;-42.0;4.12;5195.8;0;0;1;0;0;1;0;0;0;1;No-Yes
35346;49;2;3;0;1;5;2;9;2;1;-1.8;92.89299999999999;-46.2;1.25;5099.1;0;1;0;1;1;1;0;0;1;4;No-Yes
35622;44;1;2;0;1;5;1;999;0;2;-1.8;92.89299999999999;-46.2;1.244;5099.1;0;1;0;0;0;1;0;0;1;2;No-Yes
16810;56;8;3;2;1;7;1;999;0;2;1.4;93.91799999999999;-42.7;4.962;5228.1;0;1;0;1;0;0;0;0;0;1;No-Yes
29388;41;2;2;2;1;4;4;999;0;2;-1.8;93.075;-47.1;1.405;5099.1;0;1;0;0;0;1;0;0;0;1;No-Yes
32783;33;11;3;0;1;5;6;999;0;2;-1.8;92.89299999999999;-46.2;1.2990000000000002;5099.1;0;1;0;0;0;1;0;0;0;1;No-Yes
29428;49;5;4;0;1;4;1;999;0;2;-1.8;93.075;-47.1;1.405;5099.1;0;1;0;1;1;1;1;0;1;5;No-Yes
22258;56;7;3;0;1;8;3;999;0;2;1.4;93.444;-36.1;4.963;5228.1;0;1;0;1;0;0;0;0;0;1;No-Yes
24837;43;5;4;0;1;11;1;999;0;2;-0.1;93.2;-42.0;4.1530000000000005;5195.8;0;1;0;0;0;1;0;0;0;1;No-Yes
11367;41;2;2;0;0;6;2;999;0;2;1.4;94.465;-41.8;4.959;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
19870;42;10;4;0;1;8;1;999;0;2;1.4;93.444;-36.1;4.966;5228.1;0;1;0;1;0;1;0;1;0;3;No-Yes
5894;39;5;4;0;0;5;22;999;0;2;1.1;93.994;-36.4;4.857;5191.0;0;1;0;0;0;0;0;0;0;0;No-No
29045;56;7;4;2;0;4;1;999;0;2;-1.8;93.075;-47.1;1.405;5099.1;0;0;0;0;0;1;0;0;0;1;No-Yes
16197;31;7;3;0;1;7;3;999;0;2;1.4;93.91799999999999;-42.7;4.961;5228.1;0;0;1;0;0;0;0;0;0;0;No-No
28497;56;5;3;2;1;4;1;999;0;2;-1.8;93.075;-47.1;1.423;5099.1;0;1;0;0;0;1;1;0;0;2;No-Yes
4205;47;2;2;0;0;5;2;999;0;2;1.1;93.994;-36.4;4.8580000000000005;5191.0;0;1;0;0;0;0;0;0;0;0;No-No
30454;26;8;3;0;1;5;1;999;0;2;-1.8;92.89299999999999;-46.2;1.354;5099.1;1;0;1;0;1;1;0;0;1;3;Yes-Yes
10162;44;1;4;0;0;6;17;999;0;2;1.4;94.465;-41.8;4.958;5228.1;1;0;1;0;0;0;0;0;0;0;Yes-No
32705;42;5;4;0;1;5;1;999;0;2;-1.8;92.89299999999999;-46.2;1.2990000000000002;5099.1;0;1;0;1;1;1;0;0;1;4;No-Yes
28301;47;11;3;0;1;4;2;999;0;2;-1.8;93.075;-47.1;1.445;5099.1;0;0;0;0;0;1;1;0;1;3;No-Yes
13877;52;4;2;0;1;7;2;999;0;2;1.4;93.91799999999999;-42.7;4.963;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
248;36;2;3;0;0;5;1;999;0;2;1.1;93.994;-36.4;4.857;5191.0;0;0;1;0;0;0;0;0;0;0;No-No
20228;52;1;4;0;1;8;10;999;0;2;1.4;93.444;-36.1;4.965;5228.1;0;1;0;1;0;0;0;0;0;1;No-Yes
19333;52;10;4;0;1;8;4;999;0;2;1.4;93.444;-36.1;4.967;5228.1;0;0;0;1;0;0;0;0;0;1;No-Yes
23511;32;11;4;0;1;8;8;999;0;2;1.4;93.444;-36.1;4.962;5228.1;0;1;0;1;0;0;0;0;0;1;No-Yes
4939;42;2;2;0;0;5;1;999;0;2;1.1;93.994;-36.4;4.8580000000000005;5191.0;0;0;0;0;0;0;0;0;0;0;No-No
20867;23;3;4;0;1;8;1;999;0;2;1.4;93.444;-36.1;4.9639999999999995;5228.1;0;1;0;1;0;0;0;0;0;1;No-Yes
33770;44;4;2;0;1;5;1;999;1;1;-1.8;92.89299999999999;-46.2;1.281;5099.1;0;1;0;1;0;1;0;0;1;3;No-Yes
33006;50;8;3;2;1;5;2;999;1;1;-1.8;92.89299999999999;-46.2;1.2990000000000002;5099.1;0;1;0;0;0;1;0;0;1;2;No-Yes
29289;39;8;3;0;1;4;2;999;0;2;-1.8;93.075;-47.1;1.405;5099.1;0;1;0;0;1;1;1;0;1;4;No-Yes
25154;32;8;4;0;1;11;1;999;0;2;-0.1;93.2;-42.0;4.1530000000000005;5195.8;0;1;0;0;0;1;0;0;0;1;No-Yes
34463;31;2;3;0;1;5;1;999;0;2;-1.8;92.89299999999999;-46.2;1.266;5099.1;0;0;1;0;0;1;0;0;1;2;No-Yes
5171;37;10;4;0;0;5;1;999;0;2;1.1;93.994;-36.4;4.857;5191.0;0;0;1;0;0;0;0;0;0;0;No-No
1570;42;1;4;0;0;5;4;999;0;2;1.1;93.994;-36.4;4.855;5191.0;0;0;1;0;0;0;0;0;0;0;No-No
31111;33;8;4;2;1;5;2;999;0;2;-1.8;92.89299999999999;-46.2;1.334;5099.1;0;1;0;1;0;1;0;0;0;2;No-Yes
28642;33;2;3;0;1;4;1;999;1;1;-1.8;93.075;-47.1;1.41;5099.1;0;1;0;0;0;1;0;0;1;2;No-Yes
26124;36;2;2;2;1;11;3;999;0;2;-0.1;93.2;-42.0;4.12;5195.8;0;1;0;0;0;0;0;0;0;0;No-No
6166;29;8;3;0;0;5;4;999;0;2;1.1;93.994;-36.4;4.857;5191.0;0;1;0;1;0;0;0;0;0;1;No-Yes
23181;40;10;3;0;1;8;2;999;0;2;1.4;93.444;-36.1;4.965;5228.1;0;0;1;0;0;1;0;0;0;1;No-Yes
29595;44;2;2;0;1;4;3;999;1;1;-1.8;93.075;-47.1;1.405;5099.1;0;1;0;0;0;1;0;0;1;2;No-Yes
13834;30;8;3;0;1;7;1;999;0;2;1.4;93.91799999999999;-42.7;4.963;5228.1;1;1;0;1;0;0;0;0;0;1;Yes-Yes
6274;37;2;2;2;0;5;1;999;0;2;1.1;93.994;-36.4;4.857;5191.0;0;1;0;1;0;0;0;0;0;1;No-Yes
4591;50;10;4;2;0;5;2;999;0;2;1.1;93.994;-36.4;4.856;5191.0;0;1;0;0;0;0;0;0;0;0;No-No
40243;24;10;4;0;1;7;4;26;1;3;-1.7;94.215;-40.3;0.885;4991.6;1;1;0;1;1;1;1;1;1;6;Yes-Yes
3054;46;1;4;0;0;5;4;999;0;2;1.1;93.994;-36.4;4.859;5191.0;0;0;0;0;0;0;0;0;0;0;No-No
39944;36;1;4;0;1;6;1;4;4;3;-1.7;94.055;-39.8;0.748;4991.6;0;1;0;0;1;1;1;1;1;5;No-Yes
32777;37;1;4;0;1;5;1;999;1;1;-1.8;92.89299999999999;-46.2;1.2990000000000002;5099.1;0;0;1;0;0;1;0;0;1;2;No-Yes
23949;32;5;4;0;1;8;1;999;0;2;1.4;93.444;-36.1;4.963;5228.1;0;0;1;0;0;1;0;0;0;1;No-Yes
15952;35;3;4;0;1;7;5;999;0;2;1.4;93.91799999999999;-42.7;4.96;5228.1;0;0;1;0;0;0;0;0;0;0;No-No
29159;35;8;3;0;1;4;1;999;0;2;-1.8;93.075;-47.1;1.405;5099.1;0;1;0;0;1;1;1;0;1;4;No-Yes
7541;31;8;3;0;0;5;3;999;0;2;1.1;93.994;-36.4;4.864;5191.0;0;0;1;1;0;0;0;0;0;1;No-Yes
7000;32;10;4;0;0;5;1;999;0;2;1.1;93.994;-36.4;4.86;5191.0;0;1;0;0;0;0;0;0;0;0;No-No
6017;25;1;3;0;0;5;4;999;0;2;1.1;93.994;-36.4;4.857;5191.0;0;1;0;0;0;0;0;0;0;0;No-No
5519;44;1;4;0;0;5;7;999;0;2;1.1;93.994;-36.4;4.857;5191.0;0;0;1;0;0;0;0;0;0;0;No-No
24689;52;5;4;0;0;11;3;999;0;2;-0.1;93.2;-42.0;4.191;5195.8;0;1;0;1;1;1;0;0;0;3;No-Yes
8933;41;2;3;2;0;6;2;999;0;2;1.4;94.465;-41.8;4.8660000000000005;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
12093;45;10;4;2;0;6;3;999;0;2;1.4;94.465;-41.8;4.947;5228.1;0;0;1;0;0;0;0;0;0;0;No-No
16817;49;10;4;0;1;7;2;999;0;2;1.4;93.91799999999999;-42.7;4.962;5228.1;0;1;0;1;0;0;0;0;0;1;No-Yes
6503;43;10;4;0;0;5;1;999;0;2;1.1;93.994;-36.4;4.857;5191.0;0;0;1;0;0;0;0;0;0;0;No-No
32833;33;8;2;0;1;5;4;999;0;2;-1.8;92.89299999999999;-46.2;1.2990000000000002;5099.1;0;1;0;1;0;1;0;0;1;3;No-Yes
39049;70;6;2;0;1;12;1;999;2;1;-3.0;92.713;-33.0;0.715;5023.5;0;1;0;1;1;1;1;1;1;6;No-Yes
23605;32;11;4;0;1;8;2;999;0;2;1.4;93.444;-36.1;4.962;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
12757;48;8;3;0;1;7;1;999;0;2;1.4;93.91799999999999;-42.7;4.962;5228.1;0;0;0;0;0;0;0;0;0;0;No-No
40628;34;1;4;0;1;9;3;999;0;2;-1.1;94.199;-37.5;0.882;4963.6;1;1;0;1;1;1;1;1;1;6;Yes-Yes
3013;51;7;2;2;0;5;7;999;0;2;1.1;93.994;-36.4;4.859;5191.0;0;1;0;1;0;0;0;0;0;1;No-Yes
33059;40;10;4;0;1;5;4;999;1;1;-1.8;92.89299999999999;-46.2;1.2990000000000002;5099.1;0;1;0;1;0;1;0;0;1;3;No-Yes
35877;43;10;3;0;1;5;1;999;0;2;-1.8;92.89299999999999;-46.2;1.2590000000000001;5099.1;0;1;0;1;0;1;0;0;1;3;No-Yes
19751;34;1;4;0;1;8;3;999;0;2;1.4;93.444;-36.1;4.966;5228.1;0;0;1;0;0;0;0;0;0;0;No-No
34867;34;7;4;0;0;5;7;999;1;1;-1.8;92.89299999999999;-46.2;1.25;5099.1;0;0;1;0;0;1;0;0;0;1;No-Yes
20813;30;1;4;0;1;8;2;999;0;2;1.4;93.444;-36.1;4.965;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
27351;50;5;4;0;1;11;1;999;1;1;-0.1;93.2;-42.0;4.021;5195.8;0;1;0;0;0;1;0;1;1;3;No-Yes
3788;29;5;4;0;0;5;2;999;0;2;1.1;93.994;-36.4;4.859;5191.0;0;0;1;0;0;0;0;0;0;0;No-No
10278;50;2;3;2;0;6;4;999;0;2;1.4;94.465;-41.8;4.96;5228.1;0;0;1;0;0;0;0;0;0;0;No-No
16694;39;4;2;2;0;7;2;999;0;2;1.4;93.91799999999999;-42.7;4.963;5228.1;0;0;1;0;0;0;0;0;0;0;No-No
11288;55;10;4;2;0;6;1;999;0;2;1.4;94.465;-41.8;4.961;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
30293;36;2;3;0;1;4;1;999;0;2;-1.8;93.075;-47.1;1.365;5099.1;0;1;0;0;1;1;1;1;1;5;No-Yes
32547;52;1;3;0;1;5;2;999;1;1;-1.8;92.89299999999999;-46.2;1.3130000000000002;5099.1;0;1;0;0;0;1;0;0;1;2;No-Yes
34040;34;11;3;0;1;5;3;999;0;2;-1.8;92.89299999999999;-46.2;1.281;5099.1;1;0;1;1;1;1;0;1;1;5;Yes-Yes
10661;37;5;4;0;0;6;4;999;0;2;1.4;94.465;-41.8;4.961;5228.1;1;1;0;0;0;0;0;0;0;0;Yes-No
8791;41;4;3;0;0;6;1;999;0;2;1.4;94.465;-41.8;4.8660000000000005;5228.1;0;1;0;1;0;0;0;0;0;1;No-Yes
26114;32;10;4;0;0;11;3;999;1;1;-0.1;93.2;-42.0;4.12;5195.8;0;1;0;0;1;0;0;0;1;2;No-Yes
30032;25;1;3;0;1;4;1;999;0;2;-1.8;93.075;-47.1;1.405;5099.1;1;0;1;1;1;1;1;1;1;6;Yes-Yes
15476;35;10;4;0;1;7;1;999;0;2;1.4;93.91799999999999;-42.7;4.957;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
4891;39;10;4;0;0;5;3;999;0;2;1.1;93.994;-36.4;4.8580000000000005;5191.0;0;0;0;0;0;0;0;0;0;0;No-No
7140;35;3;4;2;0;5;2;999;0;2;1.1;93.994;-36.4;4.86;5191.0;0;1;0;0;0;0;0;0;0;0;No-No
30140;39;10;4;0;1;4;1;999;1;1;-1.8;93.075;-47.1;1.365;5099.1;1;1;0;1;1;1;0;0;1;4;Yes-Yes
7451;32;2;4;0;0;5;2;999;0;2;1.1;93.994;-36.4;4.864;5191.0;0;1;0;1;0;0;0;0;0;1;No-Yes
32081;49;1;4;0;1;5;1;999;1;1;-1.8;92.89299999999999;-46.2;1.3130000000000002;5099.1;0;0;0;1;0;1;0;0;1;3;No-Yes
27002;35;1;3;0;1;11;3;999;1;1;-0.1;93.2;-42.0;4.021;5195.8;0;0;1;0;0;1;0;0;1;2;No-Yes
35006;34;4;3;2;1;5;1;999;1;1;-1.8;92.89299999999999;-46.2;1.25;5099.1;0;1;0;0;0;1;0;0;1;2;No-Yes
1601;39;11;3;0;0;5;1;999;0;2;1.1;93.994;-36.4;4.855;5191.0;0;1;0;0;0;0;0;0;0;0;No-No
6358;50;1;4;0;0;5;3;999;0;2;1.1;93.994;-36.4;4.857;5191.0;0;0;1;0;0;0;0;0;0;0;No-No
4182;44;10;4;2;0;5;6;999;0;2;1.1;93.994;-36.4;4.8580000000000005;5191.0;0;0;1;0;0;0;0;0;0;0;No-No
30514;42;8;3;0;1;5;3;999;0;2;-1.8;92.89299999999999;-46.2;1.354;5099.1;0;1;0;0;0;1;0;0;1;2;No-Yes
31517;39;10;4;0;1;5;3;999;0;2;-1.8;92.89299999999999;-46.2;1.334;5099.1;0;0;1;1;0;1;1;1;1;5;No-Yes
36446;43;1;4;0;1;6;2;999;0;2;-2.9;92.963;-40.8;1.262;5076.2;0;1;0;0;1;1;1;1;1;5;No-Yes
40731;19;9;2;0;1;9;2;6;3;3;-1.1;94.199;-37.5;0.8759999999999999;4963.6;1;0;1;1;1;1;1;1;1;6;Yes-Yes
41053;23;9;3;0;1;10;1;3;1;3;-1.1;94.601;-49.5;1.043;4963.6;0;0;1;1;1;1;1;1;1;6;No-Yes
37938;61;6;3;0;1;9;2;999;0;2;-3.4;92.37899999999999;-29.8;0.8029999999999999;5017.5;0;1;0;0;1;1;1;1;1;5;No-Yes
27959;32;1;4;0;1;3;3;999;0;2;-1.8;92.84299999999999;-50.0;1.52;5099.1;0;0;1;1;1;1;1;1;1;6;No-Yes
28639;57;10;4;0;1;4;1;999;0;2;-1.8;93.075;-47.1;1.41;5099.1;1;1;0;1;1;1;1;1;1;6;Yes-Yes
3008;46;2;3;2;0;5;2;999;0;2;1.1;93.994;-36.4;4.859;5191.0;0;1;0;0;0;0;0;0;0;0;No-No
13163;51;5;4;0;1;7;1;999;0;2;1.4;93.91799999999999;-42.7;4.962;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
6401;59;6;2;0;0;5;3;999;0;2;1.1;93.994;-36.4;4.857;5191.0;0;0;0;0;0;0;0;0;0;0;No-No
20932;31;10;4;0;1;8;1;999;0;2;1.4;93.444;-36.1;4.9639999999999995;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
39768;72;6;4;0;1;5;3;999;0;2;-1.8;93.876;-40.0;0.6990000000000001;5008.7;0;0;1;1;1;1;1;0;1;5;No-Yes
27853;33;1;4;0;1;3;1;999;0;2;-1.8;92.84299999999999;-50.0;1.614;5099.1;1;0;1;1;1;1;1;0;1;5;Yes-Yes
16126;40;5;4;0;1;7;1;999;0;2;1.4;93.91799999999999;-42.7;4.961;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
39187;38;10;3;0;1;3;3;17;3;1;-1.8;93.369;-34.8;0.653;5008.7;0;0;1;1;1;1;1;1;1;6;No-Yes
21339;55;2;2;2;1;8;4;999;0;2;1.4;93.444;-36.1;4.963;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
37962;46;1;3;0;1;9;3;999;0;2;-3.4;92.37899999999999;-29.8;0.8029999999999999;5017.5;0;1;0;1;1;1;1;1;1;6;No-Yes
5278;57;5;4;0;0;5;1;999;0;2;1.1;93.994;-36.4;4.857;5191.0;0;1;0;0;0;0;0;0;0;0;No-No
6886;34;2;3;0;0;5;2;999;0;2;1.1;93.994;-36.4;4.857;5191.0;0;1;0;0;0;0;0;0;0;0;No-No
23584;32;10;4;0;1;8;2;999;0;2;1.4;93.444;-36.1;4.962;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
2827;40;2;2;2;0;5;1;999;0;2;1.1;93.994;-36.4;4.859;5191.0;0;1;0;0;0;0;0;0;0;0;No-No
26837;33;1;4;0;1;11;2;999;1;1;-0.1;93.2;-42.0;4.0760000000000005;5195.8;0;0;1;0;0;1;0;0;1;2;No-Yes
