Index,ScoredDescionForest,Index (2),scoredLogistic,Index (3),ScoredBayes,Index (2) (2),scoredLocally,Index (4),Scored_Descion,Index (2) (3),Scored Labels,Index (5),D_y,ScoredAverage,prediction,failed,D_y_str,predictionStr,result
23416,0,23416,1,23416,1,23416,0,23416,0,23416,0,23416,0,0,1,0,No,Yes,No-Yes
36139,1,36139,1,36139,1,36139,1,36139,1,36139,1,36139,0,1,1,0,No,Yes,No-Yes
3874,0,3874,0,3874,0,3874,0,3874,0,3874,0,3874,0,0,0,0,No,No,No-No
17050,0,17050,0,17050,0,17050,1,17050,0,17050,0,17050,1,1,1,0,Yes,Yes,Yes-Yes
14042,0,14042,0,14042,0,14042,0,14042,0,14042,0,14042,0,0,0,0,No,No,No-No
25591,0,25591,0,25591,0,25591,0,25591,0,25591,0,25591,0,1,1,0,No,Yes,No-Yes
12574,1,12574,1,12574,0,12574,1,12574,1,12574,1,12574,0,1,1,0,No,Yes,No-Yes
26883,0,26883,0,26883,0,26883,0,26883,0,26883,0,26883,0,1,1,0,No,Yes,No-Yes
28990,0,28990,1,28990,1,28990,1,28990,0,28990,1,28990,0,1,1,0,No,Yes,No-Yes
6596,0,6596,0,6596,0,6596,0,6596,0,6596,0,6596,0,0,0,0,No,No,No-No
8739,0,8739,0,8739,0,8739,0,8739,0,8739,0,8739,0,0,0,0,No,No,No-No
29481,1,29481,1,29481,1,29481,0,29481,1,29481,0,29481,0,1,1,0,No,Yes,No-Yes
19933,0,19933,0,19933,0,19933,1,19933,0,19933,0,19933,0,0,1,0,No,Yes,No-Yes
23206,0,23206,0,23206,0,23206,0,23206,0,23206,0,23206,0,0,0,0,No,No,No-No
2176,0,2176,0,2176,0,2176,0,2176,0,2176,0,2176,0,0,0,0,No,No,No-No
15098,0,15098,0,15098,0,15098,0,15098,0,15098,0,15098,0,0,0,0,No,No,No-No
20857,0,20857,0,20857,0,20857,0,20857,0,20857,0,20857,0,1,1,0,No,Yes,No-Yes
27647,1,27647,1,27647,1,27647,1,27647,1,27647,1,27647,0,1,1,0,No,Yes,No-Yes
3737,0,3737,0,3737,0,3737,0,3737,0,3737,0,3737,0,0,0,0,No,No,No-No
16449,0,16449,0,16449,0,16449,0,16449,0,16449,0,16449,1,0,0,1,Yes,No,Yes-No
12235,0,12235,0,12235,0,12235,0,12235,0,12235,0,12235,0,0,0,0,No,No,No-No
13524,0,13524,0,13524,0,13524,0,13524,0,13524,0,13524,0,0,0,0,No,No,No-No
24081,0,24081,0,24081,1,24081,0,24081,0,24081,0,24081,0,1,1,0,No,Yes,No-Yes
37272,1,37272,1,37272,1,37272,1,37272,1,37272,1,37272,1,1,1,0,Yes,Yes,Yes-Yes
3613,0,3613,0,3613,0,3613,0,3613,0,3613,0,3613,0,0,0,0,No,No,No-No
30557,0,30557,1,30557,1,30557,1,30557,0,30557,0,30557,0,0,1,0,No,Yes,No-Yes
24054,0,24054,1,24054,1,24054,0,24054,0,24054,0,24054,0,1,1,0,No,Yes,No-Yes
25674,0,25674,0,25674,0,25674,0,25674,0,25674,0,25674,0,0,0,0,No,No,No-No
7746,0,7746,0,7746,0,7746,0,7746,0,7746,0,7746,0,0,0,0,No,No,No-No
24725,1,24725,1,24725,1,24725,1,24725,1,24725,0,24725,1,1,1,0,Yes,Yes,Yes-Yes
26821,0,26821,1,26821,1,26821,1,26821,0,26821,0,26821,0,1,1,0,No,Yes,No-Yes
3317,0,3317,0,3317,0,3317,0,3317,0,3317,0,3317,0,0,0,0,No,No,No-No
5607,0,5607,0,5607,0,5607,0,5607,0,5607,0,5607,0,0,0,0,No,No,No-No
4046,0,4046,0,4046,0,4046,0,4046,0,4046,0,4046,0,0,0,0,No,No,No-No
25748,0,25748,0,25748,1,25748,1,25748,0,25748,1,25748,0,0,1,0,No,Yes,No-Yes
28513,0,28513,0,28513,0,28513,0,28513,0,28513,0,28513,0,0,0,0,No,No,No-No
17272,0,17272,0,17272,0,17272,1,17272,0,17272,0,17272,0,1,1,0,No,Yes,No-Yes
22236,0,22236,1,22236,1,22236,1,22236,0,22236,1,22236,1,0,1,0,Yes,Yes,Yes-Yes
11180,0,11180,0,11180,0,11180,0,11180,0,11180,0,11180,0,0,0,0,No,No,No-No
36860,1,36860,1,36860,1,36860,1,36860,1,36860,1,36860,1,1,1,0,Yes,Yes,Yes-Yes
11345,0,11345,0,11345,0,11345,0,11345,0,11345,0,11345,0,1,1,0,No,Yes,No-Yes
19897,0,19897,1,19897,1,19897,1,19897,0,19897,0,19897,0,0,1,0,No,Yes,No-Yes
32264,0,32264,1,32264,1,32264,1,32264,0,32264,0,32264,0,1,1,0,No,Yes,No-Yes
17311,1,17311,0,17311,1,17311,1,17311,1,17311,1,17311,0,0,1,0,No,Yes,No-Yes
4436,0,4436,0,4436,0,4436,0,4436,0,4436,0,4436,0,0,0,0,No,No,No-No
34990,1,34990,1,34990,1,34990,1,34990,1,34990,1,34990,1,1,1,0,Yes,Yes,Yes-Yes
9705,0,9705,0,9705,0,9705,0,9705,0,9705,0,9705,0,0,0,0,No,No,No-No
21994,0,21994,0,21994,0,21994,1,21994,0,21994,0,21994,0,1,1,0,No,Yes,No-Yes
34822,0,34822,1,34822,1,34822,1,34822,0,34822,1,34822,0,0,1,0,No,Yes,No-Yes
15780,0,15780,0,15780,0,15780,0,15780,0,15780,0,15780,0,1,1,0,No,Yes,No-Yes
33322,0,33322,0,33322,1,33322,1,33322,0,33322,0,33322,0,1,1,0,No,Yes,No-Yes
23412,0,23412,1,23412,1,23412,0,23412,0,23412,0,23412,0,0,1,0,No,Yes,No-Yes
593,0,593,0,593,0,593,0,593,0,593,0,593,0,0,0,0,No,No,No-No
12900,0,12900,0,12900,0,12900,0,12900,0,12900,0,12900,0,1,1,0,No,Yes,No-Yes
24306,0,24306,0,24306,0,24306,0,24306,0,24306,0,24306,0,0,0,0,No,No,No-No
7364,0,7364,0,7364,0,7364,0,7364,0,7364,0,7364,0,0,0,0,No,No,No-No
14818,0,14818,0,14818,0,14818,0,14818,0,14818,0,14818,0,0,0,0,No,No,No-No
5760,0,5760,0,5760,0,5760,0,5760,0,5760,0,5760,0,0,0,0,No,No,No-No
15117,0,15117,0,15117,0,15117,0,15117,0,15117,0,15117,0,0,0,0,No,No,No-No
35384,1,35384,1,35384,1,35384,1,35384,1,35384,1,35384,1,1,1,0,Yes,Yes,Yes-Yes
38232,1,38232,0,38232,0,38232,1,38232,1,38232,0,38232,1,1,1,0,Yes,Yes,Yes-Yes
28015,1,28015,1,28015,1,28015,1,28015,1,28015,1,28015,0,1,1,0,No,Yes,No-Yes
36347,0,36347,0,36347,1,36347,1,36347,0,36347,0,36347,0,1,1,0,No,Yes,No-Yes
29992,0,29992,0,29992,0,29992,0,29992,0,29992,0,29992,0,0,0,0,No,No,No-No
7385,0,7385,0,7385,0,7385,0,7385,0,7385,0,7385,0,0,0,0,No,No,No-No
34333,0,34333,1,34333,1,34333,1,34333,0,34333,1,34333,0,1,1,0,No,Yes,No-Yes
33236,1,33236,1,33236,1,33236,1,33236,1,33236,0,33236,0,0,1,0,No,Yes,No-Yes
8055,0,8055,0,8055,0,8055,0,8055,0,8055,0,8055,0,0,0,0,No,No,No-No
29672,0,29672,0,29672,1,29672,0,29672,0,29672,0,29672,0,0,1,0,No,Yes,No-Yes
5456,1,5456,0,5456,0,5456,0,5456,1,5456,0,5456,0,0,1,0,No,Yes,No-Yes
16727,0,16727,0,16727,0,16727,0,16727,0,16727,0,16727,0,0,0,0,No,No,No-No
8717,0,8717,0,8717,0,8717,0,8717,0,8717,0,8717,0,0,0,0,No,No,No-No
2194,0,2194,0,2194,0,2194,0,2194,0,2194,0,2194,0,0,0,0,No,No,No-No
36812,1,36812,1,36812,1,36812,1,36812,1,36812,1,36812,1,1,1,0,Yes,Yes,Yes-Yes
26412,0,26412,0,26412,1,26412,0,26412,0,26412,0,26412,0,0,1,0,No,Yes,No-Yes
31765,0,31765,1,31765,1,31765,1,31765,0,31765,1,31765,0,1,1,0,No,Yes,No-Yes
36474,1,36474,1,36474,1,36474,1,36474,1,36474,1,36474,1,1,1,0,Yes,Yes,Yes-Yes
26783,1,26783,1,26783,1,26783,1,26783,1,26783,1,26783,0,1,1,0,No,Yes,No-Yes
37192,1,37192,1,37192,1,37192,1,37192,1,37192,1,37192,0,1,1,0,No,Yes,No-Yes
22965,0,22965,0,22965,1,22965,0,22965,0,22965,0,22965,0,1,1,0,No,Yes,No-Yes
35030,0,35030,0,35030,1,35030,0,35030,0,35030,1,35030,0,1,1,0,No,Yes,No-Yes
23140,0,23140,0,23140,1,23140,0,23140,0,23140,0,23140,0,1,1,0,No,Yes,No-Yes
27310,1,27310,1,27310,1,27310,1,27310,1,27310,1,27310,1,1,1,0,Yes,Yes,Yes-Yes
1221,0,1221,0,1221,0,1221,0,1221,0,1221,0,1221,0,0,0,0,No,No,No-No
3643,0,3643,1,3643,1,3643,1,3643,0,3643,1,3643,0,0,1,0,No,Yes,No-Yes
26215,1,26215,1,26215,1,26215,1,26215,1,26215,1,26215,0,1,1,0,No,Yes,No-Yes
23063,0,23063,1,23063,1,23063,0,23063,0,23063,0,23063,0,0,1,0,No,Yes,No-Yes
21036,0,21036,0,21036,0,21036,0,21036,0,21036,0,21036,0,0,0,0,No,No,No-No
2511,0,2511,1,2511,1,2511,1,2511,0,2511,0,2511,0,0,1,0,No,Yes,No-Yes
21803,0,21803,0,21803,0,21803,0,21803,0,21803,0,21803,0,1,1,0,No,Yes,No-Yes
1622,0,1622,0,1622,0,1622,0,1622,0,1622,0,1622,0,0,0,0,No,No,No-No
26724,0,26724,1,26724,1,26724,1,26724,0,26724,1,26724,0,1,1,0,No,Yes,No-Yes
21289,0,21289,0,21289,0,21289,0,21289,0,21289,0,21289,0,1,1,0,No,Yes,No-Yes
1579,0,1579,0,1579,0,1579,0,1579,0,1579,0,1579,0,0,0,0,No,No,No-No
7609,0,7609,0,7609,0,7609,0,7609,0,7609,0,7609,0,0,0,0,No,No,No-No
8989,0,8989,1,8989,0,8989,0,8989,0,8989,0,8989,0,0,1,0,No,Yes,No-Yes
28575,0,28575,1,28575,1,28575,1,28575,0,28575,0,28575,0,0,1,0,No,Yes,No-Yes
24781,0,24781,1,24781,1,24781,1,24781,0,24781,1,24781,0,1,1,0,No,Yes,No-Yes
33,1,33,1,33,0,33,0,33,1,33,1,33,0,0,1,0,No,Yes,No-Yes
8816,0,8816,0,8816,0,8816,0,8816,0,8816,0,8816,0,0,0,0,No,No,No-No
33771,0,33771,0,33771,1,33771,0,33771,0,33771,0,33771,0,0,1,0,No,Yes,No-Yes
12320,0,12320,0,12320,0,12320,0,12320,0,12320,0,12320,0,0,0,0,No,No,No-No
7461,0,7461,0,7461,0,7461,0,7461,0,7461,0,7461,0,0,0,0,No,No,No-No
20873,0,20873,0,20873,0,20873,0,20873,0,20873,0,20873,0,1,1,0,No,Yes,No-Yes
20077,0,20077,0,20077,1,20077,1,20077,0,20077,0,20077,0,0,1,0,No,Yes,No-Yes
31567,0,31567,1,31567,1,31567,1,31567,0,31567,1,31567,1,1,1,0,Yes,Yes,Yes-Yes
26238,0,26238,1,26238,1,26238,0,26238,0,26238,0,26238,0,1,1,0,No,Yes,No-Yes
29905,0,29905,1,29905,1,29905,1,29905,0,29905,1,29905,0,1,1,0,No,Yes,No-Yes
4413,0,4413,0,4413,0,4413,0,4413,0,4413,0,4413,0,0,0,0,No,No,No-No
8879,0,8879,0,8879,0,8879,0,8879,0,8879,0,8879,0,0,0,0,No,No,No-No
27210,1,27210,1,27210,1,27210,1,27210,1,27210,0,27210,1,1,1,0,Yes,Yes,Yes-Yes
889,0,889,0,889,0,889,0,889,0,889,0,889,0,0,0,0,No,No,No-No
21129,0,21129,0,21129,0,21129,0,21129,0,21129,0,21129,1,0,0,1,Yes,No,Yes-No
24840,0,24840,0,24840,1,24840,0,24840,0,24840,0,24840,0,1,1,0,No,Yes,No-Yes
25320,0,25320,0,25320,0,25320,0,25320,0,25320,0,25320,0,0,0,0,No,No,No-No
21643,0,21643,0,21643,0,21643,0,21643,0,21643,0,21643,0,0,0,0,No,No,No-No
19385,0,19385,0,19385,0,19385,0,19385,0,19385,0,19385,1,1,1,0,Yes,Yes,Yes-Yes
32341,0,32341,0,32341,0,32341,0,32341,0,32341,0,32341,0,0,0,0,No,No,No-No
2585,1,2585,1,2585,1,2585,1,2585,1,2585,1,2585,0,0,1,0,No,Yes,No-Yes
19521,0,19521,0,19521,0,19521,0,19521,0,19521,0,19521,0,0,0,0,No,No,No-No
13665,0,13665,0,13665,0,13665,1,13665,0,13665,0,13665,0,1,1,0,No,Yes,No-Yes
26940,0,26940,1,26940,1,26940,1,26940,0,26940,1,26940,0,1,1,0,No,Yes,No-Yes
9003,0,9003,0,9003,0,9003,0,9003,0,9003,1,9003,0,0,1,0,No,Yes,No-Yes
24667,0,24667,0,24667,0,24667,0,24667,0,24667,0,24667,0,0,0,0,No,No,No-No
24586,0,24586,0,24586,1,24586,0,24586,0,24586,0,24586,0,0,1,0,No,Yes,No-Yes
20816,0,20816,0,20816,0,20816,0,20816,0,20816,0,20816,0,1,1,0,No,Yes,No-Yes
17529,0,17529,0,17529,0,17529,0,17529,0,17529,0,17529,0,0,0,0,No,No,No-No
34945,0,34945,1,34945,1,34945,1,34945,0,34945,0,34945,0,1,1,0,No,Yes,No-Yes
34169,0,34169,1,34169,1,34169,1,34169,0,34169,1,34169,1,1,1,0,Yes,Yes,Yes-Yes
25504,0,25504,0,25504,0,25504,0,25504,0,25504,0,25504,0,1,1,0,No,Yes,No-Yes
10026,0,10026,0,10026,0,10026,0,10026,0,10026,0,10026,0,0,0,0,No,No,No-No
4362,0,4362,0,4362,0,4362,0,4362,0,4362,0,4362,0,0,0,0,No,No,No-No
14486,0,14486,1,14486,1,14486,1,14486,0,14486,1,14486,0,0,1,0,No,Yes,No-Yes
28914,0,28914,0,28914,1,28914,1,28914,0,28914,0,28914,0,0,1,0,No,Yes,No-Yes
2102,0,2102,0,2102,0,2102,0,2102,0,2102,0,2102,1,0,0,1,Yes,No,Yes-No
13104,1,13104,0,13104,0,13104,1,13104,1,13104,0,13104,0,0,1,0,No,Yes,No-Yes
23214,0,23214,0,23214,1,23214,1,23214,0,23214,0,23214,0,0,1,0,No,Yes,No-Yes
25936,1,25936,0,25936,1,25936,0,25936,1,25936,1,25936,0,0,1,0,No,Yes,No-Yes
22719,0,22719,0,22719,1,22719,1,22719,0,22719,0,22719,0,0,1,0,No,Yes,No-Yes
31520,0,31520,0,31520,0,31520,0,31520,0,31520,0,31520,1,0,0,1,Yes,No,Yes-No
21479,0,21479,0,21479,0,21479,0,21479,0,21479,0,21479,0,0,0,0,No,No,No-No
23695,0,23695,0,23695,1,23695,0,23695,0,23695,0,23695,0,0,1,0,No,Yes,No-Yes
21465,1,21465,0,21465,0,21465,0,21465,1,21465,0,21465,0,0,1,0,No,Yes,No-Yes
17148,0,17148,0,17148,0,17148,0,17148,0,17148,0,17148,0,1,1,0,No,Yes,No-Yes
3972,1,3972,1,3972,0,3972,0,3972,1,3972,0,3972,0,0,1,0,No,Yes,No-Yes
28401,0,28401,0,28401,1,28401,0,28401,0,28401,0,28401,0,0,1,0,No,Yes,No-Yes
36342,1,36342,1,36342,1,36342,1,36342,1,36342,1,36342,0,1,1,0,No,Yes,No-Yes
38090,1,38090,1,38090,1,38090,1,38090,1,38090,1,38090,1,1,1,0,Yes,Yes,Yes-Yes
31147,0,31147,1,31147,1,31147,1,31147,0,31147,0,31147,0,0,1,0,No,Yes,No-Yes
27011,0,27011,1,27011,1,27011,0,27011,0,27011,0,27011,0,1,1,0,No,Yes,No-Yes
32079,0,32079,0,32079,1,32079,0,32079,0,32079,0,32079,0,0,1,0,No,Yes,No-Yes
22173,1,22173,0,22173,0,22173,0,22173,1,22173,0,22173,0,1,1,0,No,Yes,No-Yes
14944,0,14944,0,14944,0,14944,0,14944,0,14944,1,14944,0,1,1,0,No,Yes,No-Yes
20986,0,20986,0,20986,0,20986,0,20986,0,20986,0,20986,0,0,0,0,No,No,No-No
35745,1,35745,1,35745,1,35745,1,35745,1,35745,1,35745,1,1,1,0,Yes,Yes,Yes-Yes
36625,0,36625,0,36625,0,36625,1,36625,0,36625,0,36625,0,1,1,0,No,Yes,No-Yes
25619,0,25619,1,25619,1,25619,0,25619,0,25619,0,25619,0,1,1,0,No,Yes,No-Yes
20351,1,20351,1,20351,1,20351,1,20351,1,20351,1,20351,0,0,1,0,No,Yes,No-Yes
35781,1,35781,1,35781,1,35781,1,35781,1,35781,1,35781,1,0,1,0,Yes,Yes,Yes-Yes
14564,0,14564,0,14564,0,14564,0,14564,0,14564,0,14564,0,0,0,0,No,No,No-No
31402,1,31402,1,31402,1,31402,1,31402,1,31402,1,31402,0,0,1,0,No,Yes,No-Yes
7743,0,7743,0,7743,0,7743,0,7743,0,7743,0,7743,0,0,0,0,No,No,No-No
20599,0,20599,0,20599,0,20599,0,20599,0,20599,0,20599,0,1,1,0,No,Yes,No-Yes
16750,0,16750,0,16750,0,16750,1,16750,0,16750,0,16750,0,1,1,0,No,Yes,No-Yes
3605,0,3605,0,3605,0,3605,0,3605,0,3605,0,3605,0,0,0,0,No,No,No-No
10915,0,10915,0,10915,0,10915,0,10915,0,10915,0,10915,0,0,0,0,No,No,No-No
453,0,453,0,453,0,453,0,453,0,453,0,453,0,0,0,0,No,No,No-No
33859,1,33859,1,33859,1,33859,1,33859,1,33859,1,33859,1,1,1,0,Yes,Yes,Yes-Yes
34867,0,34867,1,34867,1,34867,1,34867,0,34867,1,34867,0,1,1,0,No,Yes,No-Yes
12613,0,12613,1,12613,0,12613,1,12613,0,12613,1,12613,0,0,1,0,No,Yes,No-Yes
10526,0,10526,0,10526,0,10526,0,10526,0,10526,0,10526,0,0,0,0,No,No,No-No
5573,0,5573,1,5573,1,5573,0,5573,0,5573,0,5573,0,0,1,0,No,Yes,No-Yes
12015,0,12015,0,12015,0,12015,0,12015,0,12015,1,12015,0,0,1,0,No,Yes,No-Yes
24760,0,24760,0,24760,1,24760,0,24760,0,24760,0,24760,0,0,1,0,No,Yes,No-Yes
26842,0,26842,1,26842,1,26842,0,26842,0,26842,0,26842,0,1,1,0,No,Yes,No-Yes
7506,0,7506,0,7506,0,7506,0,7506,0,7506,0,7506,0,0,0,0,No,No,No-No
34268,0,34268,1,34268,1,34268,1,34268,0,34268,0,34268,1,1,1,0,Yes,Yes,Yes-Yes
14779,1,14779,0,14779,0,14779,0,14779,1,14779,0,14779,1,1,1,0,Yes,Yes,Yes-Yes
25438,0,25438,0,25438,0,25438,0,25438,0,25438,0,25438,0,0,0,0,No,No,No-No
26299,1,26299,1,26299,1,26299,0,26299,1,26299,0,26299,0,0,1,0,No,Yes,No-Yes
716,0,716,0,716,0,716,0,716,0,716,0,716,0,0,0,0,No,No,No-No
27726,0,27726,0,27726,1,27726,0,27726,0,27726,0,27726,0,0,1,0,No,Yes,No-Yes
19244,1,19244,0,19244,0,19244,0,19244,1,19244,1,19244,0,1,1,0,No,Yes,No-Yes
2341,0,2341,0,2341,0,2341,0,2341,0,2341,0,2341,0,0,0,0,No,No,No-No
27414,1,27414,1,27414,1,27414,1,27414,1,27414,1,27414,0,1,1,0,No,Yes,No-Yes
5610,0,5610,0,5610,0,5610,0,5610,0,5610,0,5610,0,0,0,0,No,No,No-No
20524,0,20524,0,20524,0,20524,0,20524,0,20524,0,20524,0,0,0,0,No,No,No-No
3730,0,3730,0,3730,0,3730,0,3730,0,3730,0,3730,0,0,0,0,No,No,No-No
16758,1,16758,0,16758,0,16758,1,16758,1,16758,0,16758,0,1,1,0,No,Yes,No-Yes
19441,0,19441,0,19441,0,19441,0,19441,0,19441,0,19441,0,0,0,0,No,No,No-No
15348,1,15348,1,15348,1,15348,1,15348,1,15348,1,15348,0,0,1,0,No,Yes,No-Yes
7885,0,7885,0,7885,0,7885,0,7885,0,7885,0,7885,0,0,0,0,No,No,No-No
15229,0,15229,0,15229,0,15229,0,15229,0,15229,0,15229,0,0,0,0,No,No,No-No
34462,0,34462,1,34462,1,34462,1,34462,0,34462,1,34462,0,1,1,0,No,Yes,No-Yes
19621,0,19621,0,19621,0,19621,0,19621,0,19621,0,19621,0,0,0,0,No,No,No-No
34866,1,34866,1,34866,1,34866,1,34866,1,34866,1,34866,1,1,1,0,Yes,Yes,Yes-Yes
21838,1,21838,0,21838,0,21838,0,21838,1,21838,0,21838,0,0,1,0,No,Yes,No-Yes
5292,0,5292,0,5292,0,5292,0,5292,0,5292,0,5292,0,0,0,0,No,No,No-No
35866,0,35866,1,35866,1,35866,1,35866,0,35866,1,35866,0,1,1,0,No,Yes,No-Yes
6108,0,6108,0,6108,0,6108,0,6108,0,6108,0,6108,0,0,0,0,No,No,No-No
26032,0,26032,1,26032,1,26032,1,26032,0,26032,0,26032,0,1,1,0,No,Yes,No-Yes
34473,1,34473,1,34473,1,34473,1,34473,1,34473,1,34473,1,0,1,0,Yes,Yes,Yes-Yes
35622,0,35622,1,35622,1,35622,1,35622,0,35622,0,35622,0,1,1,0,No,Yes,No-Yes
34514,1,34514,1,34514,1,34514,1,34514,1,34514,1,34514,1,1,1,0,Yes,Yes,Yes-Yes
9644,0,9644,0,9644,0,9644,0,9644,0,9644,0,9644,0,0,0,0,No,No,No-No
24984,0,24984,0,24984,1,24984,0,24984,0,24984,0,24984,0,1,1,0,No,Yes,No-Yes
14846,1,14846,1,14846,1,14846,1,14846,1,14846,1,14846,1,1,1,0,Yes,Yes,Yes-Yes
28010,1,28010,1,28010,1,28010,1,28010,1,28010,1,28010,1,1,1,0,Yes,Yes,Yes-Yes
34495,1,34495,1,34495,1,34495,0,34495,1,34495,1,34495,0,1,1,0,No,Yes,No-Yes
19115,0,19115,0,19115,1,19115,1,19115,0,19115,1,19115,0,0,1,0,No,Yes,No-Yes
30642,0,30642,1,30642,1,30642,0,30642,0,30642,0,30642,0,0,1,0,No,Yes,No-Yes
25984,1,25984,1,25984,1,25984,1,25984,1,25984,1,25984,0,0,1,0,No,Yes,No-Yes
22416,0,22416,1,22416,1,22416,1,22416,0,22416,1,22416,0,0,1,0,No,Yes,No-Yes
23392,0,23392,0,23392,0,23392,0,23392,0,23392,0,23392,0,0,0,0,No,No,No-No
26882,1,26882,1,26882,1,26882,1,26882,1,26882,1,26882,0,1,1,0,No,Yes,No-Yes
16025,0,16025,0,16025,0,16025,0,16025,0,16025,0,16025,0,0,0,0,No,No,No-No
11668,0,11668,1,11668,1,11668,1,11668,0,11668,1,11668,0,1,1,0,No,Yes,No-Yes
16032,0,16032,0,16032,0,16032,0,16032,0,16032,0,16032,0,0,0,0,No,No,No-No
893,0,893,0,893,0,893,0,893,0,893,0,893,0,0,0,0,No,No,No-No
7821,0,7821,0,7821,0,7821,0,7821,0,7821,0,7821,0,0,0,0,No,No,No-No
12808,0,12808,0,12808,0,12808,0,12808,0,12808,0,12808,0,1,1,0,No,Yes,No-Yes
26455,0,26455,0,26455,1,26455,0,26455,0,26455,1,26455,0,1,1,0,No,Yes,No-Yes
37424,0,37424,1,37424,1,37424,1,37424,0,37424,0,37424,0,1,1,0,No,Yes,No-Yes
5859,0,5859,0,5859,0,5859,0,5859,0,5859,0,5859,0,0,0,0,No,No,No-No
25684,0,25684,1,25684,1,25684,0,25684,0,25684,0,25684,0,0,1,0,No,Yes,No-Yes
23495,0,23495,0,23495,1,23495,1,23495,0,23495,0,23495,0,0,1,0,No,Yes,No-Yes
10545,0,10545,0,10545,0,10545,0,10545,0,10545,0,10545,0,0,0,0,No,No,No-No
14357,0,14357,0,14357,0,14357,1,14357,0,14357,0,14357,0,0,1,0,No,Yes,No-Yes
5470,0,5470,1,5470,0,5470,0,5470,0,5470,0,5470,0,0,1,0,No,Yes,No-Yes
1916,0,1916,0,1916,0,1916,0,1916,0,1916,0,1916,0,0,0,0,No,No,No-No
32788,0,32788,1,32788,1,32788,1,32788,0,32788,0,32788,0,1,1,0,No,Yes,No-Yes
2032,0,2032,0,2032,0,2032,0,2032,0,2032,0,2032,0,0,0,0,No,No,No-No
32023,0,32023,1,32023,1,32023,0,32023,0,32023,0,32023,0,1,1,0,No,Yes,No-Yes
22488,0,22488,0,22488,1,22488,0,22488,0,22488,0,22488,1,0,1,0,Yes,Yes,Yes-Yes
7826,0,7826,1,7826,0,7826,0,7826,0,7826,1,7826,0,0,1,0,No,Yes,No-Yes
15965,0,15965,0,15965,0,15965,0,15965,0,15965,0,15965,0,0,0,0,No,No,No-No
15941,0,15941,1,15941,1,15941,1,15941,0,15941,0,15941,1,1,1,0,Yes,Yes,Yes-Yes
33962,1,33962,1,33962,1,33962,1,33962,1,33962,1,33962,1,1,1,0,Yes,Yes,Yes-Yes
1911,0,1911,0,1911,0,1911,0,1911,0,1911,0,1911,0,0,0,0,No,No,No-No
624,0,624,0,624,0,624,0,624,0,624,0,624,0,0,0,0,No,No,No-No
34980,0,34980,0,34980,1,34980,1,34980,0,34980,0,34980,0,0,1,0,No,Yes,No-Yes
20577,0,20577,0,20577,0,20577,0,20577,0,20577,0,20577,0,1,1,0,No,Yes,No-Yes
36893,1,36893,1,36893,1,36893,1,36893,1,36893,1,36893,1,1,1,0,Yes,Yes,Yes-Yes
9135,0,9135,1,9135,1,9135,1,9135,0,9135,0,9135,0,0,1,0,No,Yes,No-Yes
9285,0,9285,0,9285,0,9285,0,9285,0,9285,0,9285,0,0,0,0,No,No,No-No
32799,1,32799,0,32799,1,32799,0,32799,1,32799,0,32799,0,1,1,0,No,Yes,No-Yes
20359,0,20359,0,20359,0,20359,0,20359,0,20359,0,20359,0,1,1,0,No,Yes,No-Yes
7866,0,7866,0,7866,0,7866,0,7866,0,7866,0,7866,0,0,0,0,No,No,No-No
24923,0,24923,0,24923,1,24923,1,24923,0,24923,0,24923,0,0,1,0,No,Yes,No-Yes
6239,0,6239,0,6239,0,6239,0,6239,0,6239,0,6239,0,0,0,0,No,No,No-No
12064,0,12064,0,12064,0,12064,0,12064,0,12064,0,12064,0,0,0,0,No,No,No-No
6664,0,6664,0,6664,0,6664,0,6664,0,6664,0,6664,0,0,0,0,No,No,No-No
36974,1,36974,1,36974,1,36974,1,36974,1,36974,1,36974,0,1,1,0,No,Yes,No-Yes
18792,0,18792,0,18792,0,18792,0,18792,0,18792,0,18792,0,1,1,0,No,Yes,No-Yes
13175,0,13175,0,13175,0,13175,0,13175,0,13175,0,13175,0,0,0,0,No,No,No-No
3449,0,3449,0,3449,0,3449,0,3449,0,3449,0,3449,0,0,0,0,No,No,No-No
17672,0,17672,0,17672,0,17672,0,17672,0,17672,0,17672,0,1,1,0,No,Yes,No-Yes
4497,0,4497,0,4497,0,4497,0,4497,0,4497,0,4497,0,0,0,0,No,No,No-No
5037,0,5037,0,5037,0,5037,0,5037,0,5037,0,5037,0,0,0,0,No,No,No-No
31619,0,31619,1,31619,1,31619,1,31619,0,31619,0,31619,0,1,1,0,No,Yes,No-Yes
7217,1,7217,0,7217,0,7217,0,7217,1,7217,0,7217,0,0,1,0,No,Yes,No-Yes
12695,0,12695,0,12695,0,12695,0,12695,0,12695,0,12695,0,1,1,0,No,Yes,No-Yes
17771,0,17771,0,17771,0,17771,0,17771,0,17771,0,17771,0,0,0,0,No,No,No-No
3059,0,3059,0,3059,0,3059,0,3059,0,3059,0,3059,0,0,0,0,No,No,No-No
30155,0,30155,0,30155,1,30155,0,30155,0,30155,0,30155,0,0,1,0,No,Yes,No-Yes
6929,0,6929,0,6929,0,6929,0,6929,0,6929,0,6929,0,0,0,0,No,No,No-No
27388,0,27388,1,27388,1,27388,0,27388,0,27388,0,27388,0,0,1,0,No,Yes,No-Yes
